date,dir,entry,exit,result,r,pnl,equity,month
2026-02-16 05:05:00+00:00,SELL,75.2378,75.4834,SL,-1.0,-134.5,13315.05,2026-02
2026-02-16 08:10:00+00:00,BUY,76.6222,76.5826,EXIT_SMA,-0.069,-9.23,13305.81,2026-02
2026-02-16 16:25:00+00:00,SELL,76.3022,76.3402,EXIT_SMA,-0.081,-10.82,13295.0,2026-02
2026-02-17 01:25:00+00:00,SELL,75.9234,75.8024,EXIT_SMA,0.168,22.34,13317.34,2026-02
2026-02-17 04:20:00+00:00,SELL,75.1556,75.5895,EXIT_SMA,-0.692,-92.19,13225.14,2026-02
2026-02-17 06:05:00+00:00,SELL,74.557,74.4882,EXIT_SMA,0.087,11.56,13236.7,2026-02
2026-02-17 11:10:00+00:00,SELL,73.9384,74.5274,SL,-1.0,-132.37,13104.33,2026-02
2026-02-17 12:55:00+00:00,BUY,75.0412,74.6275,EXIT_SMA,-0.835,-109.48,12994.86,2026-02
2026-02-17 14:20:00+00:00,SELL,73.03,74.361,EXIT_SMA,-0.799,-103.77,12891.09,2026-02
2026-02-17 15:55:00+00:00,SELL,73.0053,73.2628,EXIT_SMA,-0.143,-18.42,12872.67,2026-02
2026-02-18 05:55:00+00:00,BUY,74.0834,75.6218,EXIT_SMA,2.519,324.22,13196.9,2026-02
2026-02-18 16:25:00+00:00,BUY,76.7462,77.7812,EXIT_SMA,1.624,214.37,13411.26,2026-02
2026-02-18 20:30:00+00:00,SELL,76.6566,77.2118,EXIT_SMA,-0.664,-89.0,13322.26,2026-02
2026-02-19 04:45:00+00:00,BUY,77.722,77.7942,EXIT_SMA,0.13,17.27,13339.53,2026-02
