di,atr_ratio,di_slope,adx_min,persist,avoid,rr,weekend,trades,win_rate,roi,sharpe,max_dd,expectancy_R,worst_R,exp_R_half1,exp_R_half2,oos_pass,months_pos,months_total
25.0,0.0,False,15.0,2,post_ny,3.5,hold,214,27.1,52.73,1.62,-18.22,0.218,-1.39,0.13,0.367,True,8,10
25.0,0.0,False,15.0,2,post_ny,3.5,flat,383,25.6,1.49,0.03,-35.94,0.02,-1.49,0.056,-0.026,False,6,11
25.0,0.0,False,15.0,2,post_ny,4.0,hold,129,25.6,34.35,1.58,-12.68,0.253,-3.45,0.299,0.168,True,5,7
25.0,0.0,False,15.0,2,post_ny,4.0,flat,348,25.3,10.23,0.23,-30.58,0.046,-1.49,0.095,-0.01,False,5,11
25.0,0.0,False,15.0,2,post_ny,5.0,hold,80,22.5,29.06,2.07,-12.38,0.35,-1.0,,,False,4,4
25.0,0.0,False,15.0,2,post_ny,5.0,flat,303,23.8,25.32,0.55,-31.64,0.097,-1.49,0.108,0.084,True,6,11
25.0,0.0,False,15.0,2,post_ny,6.0,hold,61,26.2,61.61,4.1,-11.36,0.836,-1.0,,,False,4,4
25.0,0.0,False,15.0,2,post_ny,6.0,flat,287,22.0,24.44,0.53,-32.92,0.102,-1.49,0.099,0.106,True,6,11
25.0,0.0,False,15.0,2,pre_london,2.0,hold,438,36.5,39.68,0.83,-17.43,0.087,-4.22,0.082,0.092,True,7,11
25.0,0.0,False,15.0,2,pre_london,2.0,flat,475,38.3,63.74,1.19,-14.17,0.114,-1.0,0.099,0.132,True,11,11
25.0,0.0,False,15.0,2,pre_london,2.5,hold,391,33.0,72.45,1.35,-18.28,0.153,-1.39,0.143,0.165,True,9,11
25.0,0.0,False,15.0,2,pre_london,2.5,flat,404,36.6,120.1,1.85,-11.51,0.208,-1.0,0.245,0.165,True,10,11
25.0,0.0,False,15.0,2,pre_london,3.0,hold,330,28.5,48.28,1.01,-26.99,0.136,-1.49,0.095,0.182,True,7,11
25.0,0.0,False,15.0,2,pre_london,3.0,flat,361,32.4,77.28,1.32,-13.45,0.174,-1.49,0.263,0.09,True,7,11
25.0,0.0,False,15.0,2,pre_london,3.5,hold,212,26.4,42.04,1.27,-14.26,0.185,-1.39,0.32,0.012,False,7,10
25.0,0.0,False,15.0,2,pre_london,3.5,flat,334,27.8,61.42,1.14,-13.62,0.161,-1.49,0.256,0.048,False,9,11
25.0,0.0,False,15.0,2,pre_london,4.0,hold,146,26.7,52.2,1.88,-13.73,0.313,-3.45,0.501,0.042,False,6,7
25.0,0.0,False,15.0,2,pre_london,4.0,flat,325,26.5,81.62,1.35,-17.33,0.204,-1.49,0.278,0.12,True,8,11
25.0,0.0,False,15.0,2,pre_london,5.0,hold,88,22.7,33.96,2.12,-11.49,0.364,-1.0,,,False,4,4
25.0,0.0,False,15.0,2,pre_london,5.0,flat,295,25.8,116.68,1.82,-20.0,0.289,-1.49,0.282,0.297,True,9,11
25.0,0.0,False,15.0,2,pre_london,6.0,hold,57,28.1,68.24,4.45,-4.9,0.965,-1.0,,,False,4,4
25.0,0.0,False,15.0,2,pre_london,6.0,flat,271,24.0,108.37,1.75,-19.56,0.302,-1.49,0.282,0.326,True,8,11
25.0,0.0,False,20.0,1,none,2.0,hold,472,35.2,20.87,0.49,-22.65,0.05,-1.89,0.031,0.07,False,6,11
25.0,0.0,False,20.0,1,none,2.0,flat,562,34.5,-3.01,-0.07,-36.48,0.004,-1.52,-0.034,0.045,False,6,11
25.0,0.0,False,20.0,1,none,2.5,hold,408,31.9,48.02,0.94,-20.01,0.109,-1.89,0.147,0.068,True,7,11
25.0,0.0,False,20.0,1,none,2.5,flat,486,32.1,23.67,0.45,-20.04,0.056,-1.52,0.064,0.048,False,7,11
25.0,0.0,False,20.0,1,none,3.0,hold,365,27.9,42.88,0.81,-22.15,0.114,-1.63,0.244,-0.021,False,8,11
25.0,0.0,False,20.0,1,none,3.0,flat,431,29.2,32.97,0.59,-22.67,0.081,-1.52,0.131,0.029,False,6,11
25.0,0.0,False,20.0,1,none,3.5,hold,284,25.0,33.23,0.83,-27.95,0.12,-1.63,0.276,-0.026,False,9,11
25.0,0.0,False,20.0,1,none,3.5,flat,415,25.1,-5.38,-0.11,-34.83,0.002,-1.52,0.073,-0.079,False,7,11
25.0,0.0,False,20.0,1,none,4.0,hold,227,21.6,8.75,0.27,-27.09,0.058,-3.45,0.294,-0.127,False,7,10
25.0,0.0,False,20.0,1,none,4.0,flat,390,22.6,-18.17,-0.43,-34.12,-0.034,-1.52,0.012,-0.084,False,5,11
25.0,0.0,False,20.0,1,none,5.0,hold,100,19.0,11.25,0.73,-15.95,0.134,-1.63,,,False,2,4
25.0,0.0,False,20.0,1,none,5.0,flat,359,20.1,-23.57,-0.63,-40.89,-0.055,-1.52,-0.073,-0.034,False,5,11
25.0,0.0,False,20.0,1,none,6.0,hold,87,19.5,33.25,2.13,-16.89,0.368,-1.0,,,False,3,4
25.0,0.0,False,20.0,1,none,6.0,flat,327,19.3,-4.33,-0.1,-40.49,0.011,-1.52,-0.021,0.048,False,7,11
25.0,0.0,False,20.0,1,live_5m,2.0,hold,511,33.9,1.54,0.04,-34.08,0.013,-1.63,-0.041,0.069,False,7,11
25.0,0.0,False,20.0,1,live_5m,2.0,flat,552,33.9,-14.0,-0.33,-41.17,-0.018,-1.52,-0.06,0.026,False,6,11
25.0,0.0,False,20.0,1,live_5m,2.5,hold,441,29.3,3.51,0.08,-29.68,0.02,-1.63,0.033,0.006,False,7,11
25.0,0.0,False,20.0,1,live_5m,2.5,flat,489,29.9,-10.36,-0.24,-33.47,-0.011,-1.52,-0.022,0.0,False,7,11
25.0,0.0,False,20.0,1,live_5m,3.0,hold,402,28.4,58.41,1.0,-19.59,0.131,-1.63,0.172,0.084,True,8,11
25.0,0.0,False,20.0,1,live_5m,3.0,flat,450,29.8,53.06,0.91,-24.78,0.109,-1.52,0.094,0.123,True,8,11
25.0,0.0,False,20.0,1,live_5m,3.5,hold,359,23.7,16.78,0.34,-26.47,0.061,-1.63,0.163,-0.052,False,9,11
25.0,0.0,False,20.0,1,live_5m,3.5,flat,433,25.6,10.64,0.19,-32.25,0.04,-1.52,0.101,-0.025,False,7,11
25.0,0.0,False,20.0,1,live_5m,4.0,hold,331,20.8,3.33,0.07,-36.15,0.03,-3.45,0.159,-0.132,False,7,11
25.0,0.0,False,20.0,1,live_5m,4.0,flat,418,21.5,-24.15,-0.55,-44.39,-0.049,-1.52,-0.014,-0.084,False,6,11
25.0,0.0,False,20.0,1,live_5m,5.0,hold,274,17.9,9.32,0.23,-34.05,0.059,-3.45,0.139,-0.034,False,5,11
25.0,0.0,False,20.0,1,live_5m,5.0,flat,374,20.1,-13.08,-0.31,-42.2,-0.016,-1.52,-0.036,0.005,False,5,11
25.0,0.0,False,20.0,1,live_5m,6.0,hold,214,18.7,73.95,1.44,-21.12,0.295,-3.45,0.426,0.162,True,7,11
25.0,0.0,False,20.0,1,live_5m,6.0,flat,332,20.2,27.43,0.51,-39.72,0.1,-1.52,0.111,0.088,True,8,11
25.0,0.0,False,20.0,1,post_ny,2.0,hold,445,33.5,-3.69,-0.11,-34.1,0.002,-1.63,-0.042,0.048,False,5,11
25.0,0.0,False,20.0,1,post_ny,2.0,flat,531,33.7,-15.19,-0.38,-37.87,-0.022,-1.52,-0.052,0.012,False,6,11
25.0,0.0,False,20.0,1,post_ny,2.5,hold,390,29.2,2.65,0.07,-31.89,0.019,-1.63,-0.001,0.042,False,6,11
25.0,0.0,False,20.0,1,post_ny,2.5,flat,455,31.0,0.5,0.01,-36.29,0.013,-1.52,0.037,-0.012,False,7,11
25.0,0.0,False,20.0,1,post_ny,3.0,hold,366,26.2,11.53,0.26,-32.36,0.045,-1.63,0.143,-0.047,False,6,11
25.0,0.0,False,20.0,1,post_ny,3.0,flat,421,28.0,7.47,0.16,-39.53,0.031,-1.52,0.07,-0.009,False,7,11
25.0,0.0,False,20.0,1,post_ny,3.5,hold,280,22.5,-2.81,-0.1,-33.84,0.007,-1.63,0.007,0.008,False,6,11
25.0,0.0,False,20.0,1,post_ny,3.5,flat,410,23.9,-26.62,-0.69,-47.56,-0.061,-1.52,-0.039,-0.085,False,6,11
25.0,0.0,False,20.0,1,post_ny,4.0,hold,221,20.4,-4.3,-0.16,-32.05,0.0,-3.45,0.097,-0.061,False,5,10
25.0,0.0,False,20.0,1,post_ny,4.0,flat,382,22.0,-34.35,-1.01,-46.14,-0.094,-1.52,-0.113,-0.075,False,4,11
25.0,0.0,False,20.0,1,post_ny,5.0,hold,86,18.6,7.33,0.57,-17.62,0.109,-1.63,,,False,1,4
25.0,0.0,False,20.0,1,post_ny,5.0,flat,359,19.8,-30.76,-0.9,-49.42,-0.083,-1.52,-0.14,-0.015,False,5,11
25.0,0.0,False,20.0,1,post_ny,6.0,hold,93,14.0,-5.15,-0.38,-17.72,-0.028,-1.63,,,False,1,4
25.0,0.0,False,20.0,1,post_ny,6.0,flat,336,18.5,-22.27,-0.61,-50.54,-0.052,-1.52,-0.146,0.071,False,4,11
25.0,0.0,False,20.0,1,pre_london,2.0,hold,499,35.1,20.54,0.44,-17.43,0.048,-1.89,0.067,0.031,False,8,11
25.0,0.0,False,20.0,1,pre_london,2.0,flat,567,34.9,5.31,0.11,-31.25,0.019,-1.52,-0.028,0.066,False,6,11
25.0,0.0,False,20.0,1,pre_london,2.5,hold,416,31.0,31.92,0.64,-20.37,0.08,-1.89,0.133,0.035,False,5,11
25.0,0.0,False,20.0,1,pre_london,2.5,flat,482,32.0,29.97,0.56,-25.02,0.066,-1.52,0.05,0.082,False,7,11
25.0,0.0,False,20.0,1,pre_london,3.0,hold,382,26.4,15.76,0.32,-24.55,0.054,-1.63,0.197,-0.073,False,6,11
25.0,0.0,False,20.0,1,pre_london,3.0,flat,430,28.4,16.07,0.3,-24.93,0.049,-1.52,0.131,-0.029,False,7,11
25.0,0.0,False,20.0,1,pre_london,3.5,hold,319,23.8,17.04,0.4,-20.95,0.067,-1.63,0.232,-0.047,False,8,11
25.0,0.0,False,20.0,1,pre_london,3.5,flat,418,24.9,3.63,0.07,-25.06,0.025,-1.52,0.063,-0.016,False,7,11
25.0,0.0,False,20.0,1,pre_london,4.0,hold,278,21.6,13.01,0.32,-18.08,0.065,-3.45,0.256,-0.041,False,5,10
25.0,0.0,False,20.0,1,pre_london,4.0,flat,393,22.4,-5.89,-0.13,-28.3,0.002,-1.52,0.025,-0.02,False,7,11
25.0,0.0,False,20.0,1,pre_london,5.0,hold,94,21.3,25.32,1.58,-15.1,0.27,-1.63,,,False,3,4
25.0,0.0,False,20.0,1,pre_london,5.0,flat,354,21.5,1.95,0.04,-34.95,0.027,-1.52,0.022,0.032,False,5,11
25.0,0.0,False,20.0,1,pre_london,6.0,hold,82,20.7,40.12,2.57,-15.2,0.451,-1.0,,,False,3,4
25.0,0.0,False,20.0,1,pre_london,6.0,flat,308,20.5,22.13,0.51,-34.51,0.091,-1.52,0.008,0.184,False,6,11
25.0,0.0,False,20.0,2,none,2.0,hold,439,34.2,4.12,0.11,-24.86,0.019,-2.04,0.067,-0.026,False,7,11
25.0,0.0,False,20.0,2,none,2.0,flat,520,34.4,-7.11,-0.17,-32.17,-0.005,-1.52,-0.007,-0.002,False,6,11
25.0,0.0,False,20.0,2,none,2.5,hold,377,29.4,4.29,0.11,-27.58,0.024,-2.04,0.132,-0.084,False,6,11
25.0,0.0,False,20.0,2,none,2.5,flat,458,31.4,9.45,0.22,-22.09,0.031,-1.52,0.047,0.016,False,5,11
25.0,0.0,False,20.0,2,none,3.0,hold,324,26.5,14.47,0.37,-23.43,0.057,-1.63,0.139,-0.031,False,7,11
25.0,0.0,False,20.0,2,none,3.0,flat,398,27.4,-2.71,-0.06,-27.99,0.007,-1.52,0.049,-0.034,False,6,11
25.0,0.0,False,20.0,2,none,3.5,hold,281,24.9,31.33,0.77,-26.58,0.116,-1.63,0.271,-0.026,False,8,11
25.0,0.0,False,20.0,2,none,3.5,flat,374,25.1,-5.44,-0.13,-31.41,0.001,-1.52,0.015,-0.014,False,6,11
25.0,0.0,False,20.0,2,none,4.0,hold,216,21.3,5.54,0.18,-27.75,0.046,-3.45,0.357,-0.218,False,4,10
25.0,0.0,False,20.0,2,none,4.0,flat,356,22.2,-20.14,-0.52,-34.71,-0.046,-1.52,0.024,-0.119,False,6,11
25.0,0.0,False,20.0,2,none,5.0,hold,92,18.5,7.18,0.54,-18.57,0.102,-1.63,,,False,2,4
25.0,0.0,False,20.0,2,none,5.0,flat,317,20.8,-8.2,-0.24,-35.96,-0.006,-1.52,-0.096,0.096,False,6,11
25.0,0.0,False,20.0,2,none,6.0,hold,86,19.8,34.59,2.16,-15.2,0.384,-1.0,,,False,4,4
25.0,0.0,False,20.0,2,none,6.0,flat,301,20.3,5.45,0.14,-35.31,0.042,-1.52,-0.009,0.102,False,8,11
25.0,0.0,False,20.0,2,live_5m,2.0,hold,471,33.5,-3.27,-0.08,-29.21,0.003,-1.63,0.002,0.004,False,5,11
25.0,0.0,False,20.0,2,live_5m,2.0,flat,513,34.1,-8.06,-0.2,-33.79,-0.007,-1.52,-0.021,0.007,False,5,11
25.0,0.0,False,20.0,2,live_5m,2.5,hold,417,29.0,-0.34,-0.01,-23.59,0.012,-1.63,0.06,-0.044,False,6,11
25.0,0.0,False,20.0,2,live_5m,2.5,flat,468,30.3,0.98,0.02,-24.15,0.014,-1.52,0.017,0.011,False,6,11
25.0,0.0,False,20.0,2,live_5m,3.0,hold,370,27.3,30.42,0.64,-21.28,0.088,-1.63,0.102,0.07,True,6,11
25.0,0.0,False,20.0,2,live_5m,3.0,flat,420,28.8,27.77,0.56,-25.67,0.073,-1.52,0.043,0.1,False,7,11
25.0,0.0,False,20.0,2,live_5m,3.5,hold,357,22.7,-1.45,-0.03,-27.09,0.013,-1.9,0.039,-0.011,False,6,11
25.0,0.0,False,20.0,2,live_5m,3.5,flat,404,25.5,11.34,0.24,-25.2,0.043,-1.52,0.039,0.046,False,6,11
25.0,0.0,False,20.0,2,live_5m,4.0,hold,319,21.3,10.65,0.23,-31.5,0.053,-3.45,0.175,-0.094,False,6,11
25.0,0.0,False,20.0,2,live_5m,4.0,flat,392,22.2,-9.87,-0.22,-35.81,-0.009,-1.52,0.025,-0.041,False,7,11
25.0,0.0,False,20.0,2,live_5m,5.0,hold,266,19.2,32.33,0.68,-30.08,0.133,-3.45,0.231,0.031,False,7,11
25.0,0.0,False,20.0,2,live_5m,5.0,flat,332,21.4,13.83,0.32,-37.67,0.062,-1.52,-0.039,0.162,False,8,11
25.0,0.0,False,20.0,2,live_5m,6.0,hold,213,18.8,78.97,1.51,-28.57,0.31,-1.52,0.527,0.078,True,8,11
25.0,0.0,False,20.0,2,live_5m,6.0,flat,299,20.7,26.41,0.58,-36.69,0.105,-1.52,0.023,0.194,False,9,11
25.0,0.0,False,20.0,2,post_ny,2.0,hold,421,33.0,-9.2,-0.26,-33.2,-0.013,-1.63,0.011,-0.038,False,5,11
25.0,0.0,False,20.0,2,post_ny,2.0,flat,504,33.1,-22.99,-0.61,-39.86,-0.043,-1.52,-0.037,-0.049,False,3,11
25.0,0.0,False,20.0,2,post_ny,2.5,hold,386,27.7,-16.21,-0.49,-36.55,-0.034,-1.63,-0.013,-0.057,False,5,11
25.0,0.0,False,20.0,2,post_ny,2.5,flat,449,29.6,-17.03,-0.45,-38.61,-0.03,-1.52,0.006,-0.07,False,4,11
25.0,0.0,False,20.0,2,post_ny,3.0,hold,339,25.1,-5.37,-0.15,-37.21,-0.001,-1.63,0.047,-0.055,False,6,11
25.0,0.0,False,20.0,2,post_ny,3.0,flat,410,26.1,-20.33,-0.52,-46.61,-0.042,-1.52,-0.016,-0.069,False,6,11
25.0,0.0,False,20.0,2,post_ny,3.5,hold,283,23.3,7.75,0.23,-24.87,0.044,-1.63,0.058,0.03,False,8,11
25.0,0.0,False,20.0,2,post_ny,3.5,flat,385,23.4,-28.91,-0.83,-45.22,-0.074,-1.52,-0.098,-0.046,False,4,11
25.0,0.0,False,20.0,2,post_ny,4.0,hold,222,20.3,-5.42,-0.19,-31.29,-0.005,-3.45,0.17,-0.154,False,5,10
25.0,0.0,False,20.0,2,post_ny,4.0,flat,369,21.7,-32.98,-0.94,-45.86,-0.092,-1.52,-0.074,-0.113,False,5,11
25.0,0.0,False,20.0,2,post_ny,5.0,hold,89,18.0,4.14,0.33,-18.45,0.072,-1.63,,,False,1,4
25.0,0.0,False,20.0,2,post_ny,5.0,flat,327,19.9,-24.22,-0.78,-48.25,-0.065,-1.52,-0.164,0.058,False,4,11
25.0,0.0,False,20.0,2,post_ny,6.0,hold,86,19.8,34.59,2.13,-15.2,0.384,-1.0,,,False,4,4
25.0,0.0,False,20.0,2,post_ny,6.0,flat,314,19.1,-13.34,-0.35,-47.65,-0.022,-1.52,-0.092,0.074,False,6,11
25.0,0.0,False,20.0,2,pre_london,2.0,hold,468,34.8,14.68,0.34,-20.1,0.039,-2.04,0.075,0.008,False,6,11
25.0,0.0,False,20.0,2,pre_london,2.0,flat,527,34.7,3.71,0.09,-27.35,0.016,-1.52,-0.018,0.052,False,5,11
25.0,0.0,False,20.0,2,pre_london,2.5,hold,398,31.2,32.65,0.69,-21.7,0.084,-2.04,0.17,0.012,False,6,11
25.0,0.0,False,20.0,2,pre_london,2.5,flat,458,32.8,43.5,0.85,-22.12,0.091,-1.52,0.072,0.109,True,8,11
25.0,0.0,False,20.0,2,pre_london,3.0,hold,371,25.1,-5.82,-0.14,-21.74,-0.001,-1.63,0.105,-0.087,False,6,11
25.0,0.0,False,20.0,2,pre_london,3.0,flat,403,27.3,-0.9,-0.02,-24.24,0.012,-1.52,0.082,-0.051,False,5,11
25.0,0.0,False,20.0,2,pre_london,3.5,hold,301,24.3,22.74,0.53,-17.52,0.086,-1.63,0.275,-0.044,False,7,11
25.0,0.0,False,20.0,2,pre_london,3.5,flat,368,25.0,3.86,0.09,-24.77,0.026,-1.52,0.034,0.019,False,7,11
25.0,0.0,False,20.0,2,pre_london,4.0,hold,262,22.5,26.12,0.59,-19.41,0.11,-3.45,0.429,-0.068,False,5,10
25.0,0.0,False,20.0,2,pre_london,4.0,flat,354,23.2,8.84,0.19,-22.56,0.042,-1.52,0.1,-0.013,False,7,11
25.0,0.0,False,20.0,2,pre_london,5.0,hold,91,19.8,14.82,1.05,-16.07,0.18,-1.63,,,False,2,4
25.0,0.0,False,20.0,2,pre_london,5.0,flat,311,21.9,14.1,0.36,-31.0,0.065,-1.52,-0.014,0.148,False,6,11
25.0,0.0,False,20.0,2,pre_london,6.0,hold,82,19.5,30.86,2.09,-15.2,0.366,-1.0,,,False,3,4
25.0,0.0,False,20.0,2,pre_london,6.0,flat,290,21.4,29.36,0.7,-31.98,0.115,-1.52,0.017,0.222,False,6,11
25.0,0.0,True,0.0,1,none,2.0,hold,429,36.8,44.27,0.97,-15.07,0.096,-4.22,0.101,0.09,True,8,11
25.0,0.0,True,0.0,1,none,2.0,flat,516,38.6,68.2,1.12,-12.5,0.111,-1.0,0.143,0.074,True,9,11
25.0,0.0,True,0.0,1,none,2.5,hold,350,32.9,60.73,1.25,-12.23,0.149,-1.32,0.201,0.078,True,9,11
25.0,0.0,True,0.0,1,none,2.5,flat,446,34.1,66.63,1.02,-16.03,0.127,-1.0,0.213,0.032,False,8,11
25.0,0.0,True,0.0,1,none,3.0,hold,320,28.1,41.72,0.91,-14.9,0.125,-1.0,0.189,0.048,False,8,11
25.0,0.0,True,0.0,1,none,3.0,flat,387,30.5,41.45,0.74,-20.65,0.104,-1.0,0.197,0.011,False,8,11
25.0,0.0,True,0.0,1,none,3.5,hold,194,28.4,64.06,1.98,-12.52,0.276,-1.0,0.274,0.278,True,8,10
25.0,0.0,True,0.0,1,none,3.5,flat,358,29.1,62.26,1.11,-16.21,0.152,-1.0,0.217,0.081,True,9,11
25.0,0.0,True,0.0,1,none,4.0,hold,212,26.9,96.22,2.23,-11.74,0.343,-1.33,0.432,0.237,True,8,10
25.0,0.0,True,0.0,1,none,4.0,flat,338,28.7,122.37,1.64,-13.65,0.257,-1.0,0.386,0.121,True,10,11
25.0,0.0,True,0.0,1,none,5.0,hold,79,21.5,22.91,1.65,-11.49,0.291,-1.0,,,False,2,4
25.0,0.0,True,0.0,1,none,5.0,flat,315,25.1,72.51,1.14,-23.22,0.197,-1.0,0.31,0.071,True,8,11
25.0,0.0,True,0.0,1,none,6.0,hold,84,20.2,37.33,2.31,-15.71,0.417,-1.0,,,False,2,4
25.0,0.0,True,0.0,1,none,6.0,flat,301,23.6,83.62,1.22,-22.32,0.231,-1.0,0.314,0.126,True,8,11
25.0,0.0,True,0.0,1,live_5m,2.0,hold,470,36.8,47.92,0.93,-24.04,0.094,-4.22,0.131,0.052,True,8,11
25.0,0.0,True,0.0,1,live_5m,2.0,flat,546,36.1,19.24,0.36,-29.77,0.042,-1.0,0.11,-0.032,False,7,11
25.0,0.0,True,0.0,1,live_5m,2.5,hold,401,32.4,62.11,1.13,-16.47,0.134,-1.32,0.187,0.062,True,8,11
25.0,0.0,True,0.0,1,live_5m,2.5,flat,486,32.1,23.54,0.41,-28.83,0.056,-1.0,0.141,-0.027,False,6,11
25.0,0.0,True,0.0,1,live_5m,3.0,hold,329,29.5,69.27,1.24,-20.5,0.177,-1.9,0.268,0.062,True,5,11
25.0,0.0,True,0.0,1,live_5m,3.0,flat,426,29.1,27.65,0.47,-35.58,0.072,-1.0,0.226,-0.058,False,5,11
25.0,0.0,True,0.0,1,live_5m,3.5,hold,234,28.6,87.1,2.04,-11.87,0.288,-1.0,0.264,0.33,True,8,10
25.0,0.0,True,0.0,1,live_5m,3.5,flat,384,28.9,60.64,1.01,-19.48,0.141,-1.0,0.241,0.038,False,8,11
25.0,0.0,True,0.0,1,live_5m,4.0,hold,267,24.0,59.39,1.42,-22.45,0.197,-1.33,0.161,0.25,True,6,10
25.0,0.0,True,0.0,1,live_5m,4.0,flat,372,26.9,77.5,1.26,-17.46,0.174,-1.0,0.18,0.168,True,9,11
25.0,0.0,True,0.0,1,live_5m,5.0,hold,193,22.3,79.81,1.78,-18.02,0.335,-1.33,0.531,-0.101,False,7,9
25.0,0.0,True,0.0,1,live_5m,5.0,flat,328,25.0,77.0,1.16,-23.49,0.199,-1.0,0.317,0.069,True,7,11
25.0,0.0,True,0.0,1,live_5m,6.0,hold,200,16.5,22.73,0.61,-27.38,0.136,-4.22,0.198,-0.009,False,5,8
25.0,0.0,True,0.0,1,live_5m,6.0,flat,318,23.6,109.41,1.35,-21.38,0.263,-1.0,0.355,0.145,True,8,11
25.0,0.0,True,0.0,1,post_ny,2.0,hold,440,36.8,45.55,1.01,-21.6,0.096,-4.22,0.036,0.168,False,6,11
25.0,0.0,True,0.0,1,post_ny,2.0,flat,531,38.2,60.62,1.07,-20.65,0.099,-1.49,0.073,0.13,True,8,11
25.0,0.0,True,0.0,1,post_ny,2.5,hold,376,31.9,47.25,1.03,-24.01,0.116,-1.32,0.074,0.172,True,7,11
25.0,0.0,True,0.0,1,post_ny,2.5,flat,471,33.3,54.49,0.85,-23.35,0.105,-1.0,0.144,0.06,True,9,11
25.0,0.0,True,0.0,1,post_ny,3.0,hold,328,28.4,47.28,1.03,-21.43,0.134,-1.0,0.11,0.168,True,8,11
25.0,0.0,True,0.0,1,post_ny,3.0,flat,411,30.2,40.8,0.73,-24.77,0.098,-1.0,0.135,0.058,True,7,11
25.0,0.0,True,0.0,1,post_ny,3.5,hold,238,26.5,50.45,1.47,-14.13,0.191,-1.0,0.093,0.332,True,8,10
25.0,0.0,True,0.0,1,post_ny,3.5,flat,374,28.3,39.37,0.75,-26.19,0.105,-1.0,0.136,0.071,True,6,11
25.0,0.0,True,0.0,1,post_ny,4.0,hold,150,23.3,23.76,1.07,-15.14,0.164,-1.33,0.125,0.227,True,5,7
25.0,0.0,True,0.0,1,post_ny,4.0,flat,375,27.7,86.62,1.24,-19.86,0.186,-1.0,0.226,0.146,True,9,11
25.0,0.0,True,0.0,1,post_ny,5.0,hold,79,21.5,22.5,1.58,-14.28,0.287,-1.33,,,False,2,4
25.0,0.0,True,0.0,1,post_ny,5.0,flat,337,23.1,35.78,0.64,-27.57,0.114,-1.0,0.156,0.067,True,7,11
25.0,0.0,True,0.0,1,post_ny,6.0,hold,82,17.1,14.15,0.98,-13.99,0.195,-1.0,,,False,3,4
25.0,0.0,True,0.0,1,post_ny,6.0,flat,309,23.0,54.48,0.94,-25.93,0.168,-1.0,0.164,0.173,True,7,11
25.0,0.0,True,0.0,1,pre_london,2.0,hold,444,36.7,41.78,0.9,-15.72,0.089,-4.22,0.068,0.11,True,7,11
25.0,0.0,True,0.0,1,pre_london,2.0,flat,514,38.7,86.36,1.4,-13.35,0.131,-1.0,0.111,0.155,True,8,11
25.0,0.0,True,0.0,1,pre_london,2.5,hold,370,32.2,50.47,1.1,-13.82,0.124,-1.39,0.094,0.158,True,6,11
25.0,0.0,True,0.0,1,pre_london,2.5,flat,436,34.9,88.54,1.41,-12.96,0.158,-1.0,0.168,0.146,True,9,11
25.0,0.0,True,0.0,1,pre_london,3.0,hold,357,28.6,57.06,1.08,-16.0,0.143,-1.07,0.163,0.118,True,8,11
25.0,0.0,True,0.0,1,pre_london,3.0,flat,391,29.9,49.18,0.94,-15.26,0.117,-1.0,0.129,0.102,True,8,11
25.0,0.0,True,0.0,1,pre_london,3.5,hold,236,27.1,60.38,1.57,-15.48,0.22,-1.07,0.335,0.105,True,7,10
25.0,0.0,True,0.0,1,pre_london,3.5,flat,369,28.2,75.32,1.28,-13.98,0.17,-1.0,0.192,0.142,True,11,11
25.0,0.0,True,0.0,1,pre_london,4.0,hold,254,26.0,101.06,1.99,-14.22,0.299,-1.07,0.354,0.227,True,8,10
25.0,0.0,True,0.0,1,pre_london,4.0,flat,344,27.9,134.51,1.82,-13.57,0.269,-1.0,0.321,0.205,True,11,11
25.0,0.0,True,0.0,1,pre_london,5.0,hold,88,27.3,69.51,3.25,-7.73,0.636,-1.0,,,False,3,4
25.0,0.0,True,0.0,1,pre_london,5.0,flat,311,25.1,99.39,1.44,-14.8,0.248,-1.0,0.334,0.137,True,8,11
25.0,0.0,True,0.0,1,pre_london,6.0,hold,89,21.3,49.72,2.69,-16.55,0.494,-1.0,,,False,3,4
25.0,0.0,True,0.0,1,pre_london,6.0,flat,293,23.2,82.6,1.23,-17.01,0.235,-1.0,0.303,0.134,True,7,11
25.0,0.0,True,0.0,2,none,2.0,hold,412,35.0,12.51,0.31,-16.43,0.039,-4.22,0.084,-0.013,False,5,11
25.0,0.0,True,0.0,2,none,2.0,flat,484,37.0,28.41,0.59,-14.99,0.061,-1.0,0.088,0.028,False,7,11
25.0,0.0,True,0.0,2,none,2.5,hold,337,32.0,43.05,1.01,-12.48,0.12,-1.39,0.165,0.058,True,8,11
25.0,0.0,True,0.0,2,none,2.5,flat,411,34.1,58.8,1.1,-13.75,0.125,-1.0,0.16,0.082,True,9,11
25.0,0.0,True,0.0,2,none,3.0,hold,275,30.5,75.65,1.7,-10.57,0.222,-1.0,0.263,0.171,True,10,11
25.0,0.0,True,0.0,2,none,3.0,flat,369,32.2,78.13,1.36,-12.82,0.172,-1.49,0.217,0.13,True,11,11
25.0,0.0,True,0.0,2,none,3.5,hold,229,25.3,31.87,1.03,-17.29,0.14,-1.0,0.081,0.26,True,7,10
25.0,0.0,True,0.0,2,none,3.5,flat,336,30.7,111.93,1.74,-13.19,0.242,-1.49,0.367,0.108,True,9,11
25.0,0.0,True,0.0,2,none,4.0,hold,124,25.8,39.1,1.81,-10.76,0.29,-1.04,0.449,0.09,True,6,7
