di_threshold,di_persist,adx_min,adx_rising,atr_ratio_min,di_slope,di_spread_min,body_ratio_min,avoid,sma_ordered,rsi_filter,target_rr,fit_trades,fit_win_rate,fit_exp_R,fit_total_R,fit_roi_pct,fit_cagr_pct,fit_max_dd_pct,fit_cagr_dd,fit_sharpe_daily,fit_pf,fit_streak,fit_h1_R,fit_h2_R,fit_worst_R,oos_trades,oos_win_rate,oos_exp_R,oos_total_R,oos_roi_pct,oos_cagr_pct,oos_max_dd_pct,oos_cagr_dd,oos_sharpe_daily,oos_pf,oos_streak,oos_h1_R,oos_h2_R,oos_worst_R,all_trades,all_win_rate,all_exp_R,all_total_R,all_roi_pct,all_cagr_pct,all_max_dd_pct,all_cagr_dd,all_sharpe_daily,all_pf,all_streak,all_h1_R,all_h2_R,all_worst_R
30.0,1,0.0,False,0.0,False,0.0,0.0,none,True,False,3.0,568,26.1,0.0452,25.7,18.5,7.73,-26.47,0.29,0.39,1.06,14,0.0419,0.0486,-1.11,176,32.4,0.2817,49.6,59.09,97.6,-12.91,7.56,2.43,1.41,10,0.3085,0.255,-2.56,744,27.6,0.1012,75.3,88.52,23.87,-26.47,0.9,0.87,1.14,14,0.0218,0.1805,-2.56
30.0,1,0.0,False,0.0,False,0.0,0.0,none,True,False,3.5,486,24.3,0.0887,43.1,40.57,16.11,-24.67,0.65,0.66,1.12,13,0.0989,0.0785,-3.87,164,27.4,0.2199,36.1,38.72,61.61,-15.84,3.89,1.57,1.3,15,0.3063,0.1334,-2.56,650,25.1,0.1218,79.1,95.0,25.29,-24.67,1.02,0.89,1.16,15,0.0708,0.1727,-3.87
30.0,1,0.0,False,0.0,False,0.0,0.0,none,True,True,2.5,795,27.8,-0.0272,-21.6,-26.87,-12.82,-51.1,-0.25,-0.3,0.96,13,0.0136,-0.0678,-1.11,262,34.7,0.2043,53.5,64.58,107.69,-14.15,7.61,2.19,1.31,11,0.2745,0.1341,-2.56,1057,29.5,0.0302,31.9,20.36,6.45,-51.1,0.13,0.35,1.04,13,-0.0125,0.0728,-2.56
30.0,1,0.0,False,0.0,False,0.0,0.0,none,True,True,3.0,696,24.3,-0.0286,-19.9,-25.92,-12.33,-55.07,-0.22,-0.28,0.96,13,0.0112,-0.0683,-1.11,226,28.8,0.1373,31.0,31.4,49.26,-22.23,2.22,1.25,1.19,17,0.2652,0.0095,-2.56,922,25.4,0.0121,11.1,-2.66,-0.91,-55.07,-0.02,0.13,1.02,17,-0.0366,0.0608,-2.56
30.0,1,0.0,False,0.0,False,0.0,0.0,none,True,True,3.5,626,21.9,-0.0155,-9.7,-18.42,-8.54,-46.36,-0.18,-0.15,0.98,13,0.0058,-0.0367,-1.11,201,24.9,0.1053,21.2,18.97,29.03,-23.79,1.22,0.84,1.14,17,0.341,-0.128,-2.56,827,22.6,0.0139,11.5,-2.94,-1.0,-46.36,-0.02,0.12,1.02,17,-0.009,0.0366,-2.56
30.0,1,0.0,False,0.0,False,20.0,0.0,none,False,False,2.5,576,29.9,0.0479,27.6,22.38,9.26,-24.64,0.38,0.47,1.07,13,-0.065,0.1607,-1.11,189,29.6,0.0203,3.8,1.39,2.05,-18.5,0.11,0.21,1.03,14,-0.0656,0.1053,-3.22,765,29.8,0.0411,31.4,24.08,7.56,-24.64,0.31,0.41,1.06,14,-0.0477,0.1295,-3.22
30.0,1,0.0,False,0.0,False,20.0,0.0,none,False,False,3.0,490,29.0,0.1621,79.4,104.11,36.73,-18.19,2.02,1.32,1.23,12,0.0608,0.2633,-1.09,162,25.9,0.0193,3.1,0.6,0.89,-16.81,0.05,0.17,1.03,14,-0.0478,0.0864,-3.22,652,28.2,0.1266,82.5,105.34,27.49,-18.19,1.51,1.03,1.18,14,0.0672,0.186,-3.22
30.0,1,0.0,False,0.0,False,20.0,0.0,none,False,False,3.5,378,24.1,0.0776,29.3,25.02,10.29,-25.2,0.41,0.52,1.1,15,-0.0243,0.1795,-3.87,144,23.6,0.0427,6.2,3.57,5.29,-16.58,0.32,0.32,1.05,14,0.0855,-0.0,-3.22,522,23.9,0.068,35.5,29.49,9.11,-25.2,0.36,0.47,1.09,15,-0.0113,0.1473,-3.87
30.0,1,0.0,False,0.0,False,20.0,0.0,none,False,True,2.5,695,28.3,-0.0082,-5.7,-13.3,-6.07,-40.5,-0.15,-0.09,0.99,15,-0.0525,0.0359,-1.11,220,29.1,0.0153,3.4,0.61,0.9,-19.61,0.05,0.17,1.02,13,0.0761,-0.0455,-1.63,915,28.5,-0.0026,-2.3,-12.77,-4.51,-40.5,-0.11,-0.03,1.0,15,-0.0814,0.0761,-1.63
30.0,1,0.0,False,0.0,False,20.0,0.0,none,False,True,3.0,610,25.1,0.0033,2.0,-6.79,-3.04,-41.73,-0.07,0.02,1.0,15,-0.0302,0.0368,-1.11,178,26.4,0.0527,9.4,6.86,10.22,-21.8,0.47,0.45,1.07,13,0.1165,-0.0112,-1.63,788,25.4,0.0145,11.4,-0.4,-0.14,-41.73,-0.0,0.13,1.02,15,-0.0564,0.0853,-1.63
30.0,1,0.0,False,0.0,False,20.0,0.0,none,False,True,3.5,529,22.7,0.0202,10.7,1.47,0.64,-35.73,0.02,0.16,1.03,16,0.0046,0.0358,-1.11,142,23.2,0.0414,5.9,3.4,5.02,-20.67,0.24,0.3,1.05,13,0.2588,-0.1761,-1.63,671,22.8,0.0247,16.6,4.92,1.63,-35.73,0.05,0.19,1.03,16,-0.0471,0.0963,-1.63
30.0,1,0.0,False,0.0,False,20.0,0.0,none,True,False,2.5,479,30.5,0.0703,33.7,31.58,12.79,-19.24,0.66,0.63,1.1,11,0.0393,0.1012,-1.11,156,32.7,0.1386,21.6,21.54,33.13,-11.07,2.99,1.31,1.2,9,0.0656,0.2115,-1.49,635,31.0,0.0871,55.3,59.93,17.18,-19.24,0.89,0.79,1.13,11,0.0265,0.1475,-1.49
30.0,1,0.0,False,0.0,False,20.0,0.0,none,True,False,3.0,447,26.8,0.077,34.4,31.53,12.77,-28.82,0.44,0.62,1.11,11,-0.014,0.1675,-1.11,140,27.9,0.108,15.1,13.74,20.79,-12.61,1.65,0.89,1.15,9,0.0731,0.1429,-1.49,587,27.1,0.0844,49.5,49.61,14.57,-28.82,0.51,0.68,1.12,11,-0.0174,0.1858,-1.49
30.0,1,0.0,False,0.0,False,20.0,0.0,none,True,False,3.5,402,24.4,0.0916,36.8,34.05,13.71,-21.01,0.65,0.64,1.12,11,-0.0074,0.1905,-3.87,130,25.4,0.1393,18.1,16.93,25.79,-16.68,1.55,1.05,1.19,17,0.1709,0.1077,-1.39,532,24.6,0.1032,54.9,56.75,16.39,-21.01,0.78,0.74,1.14,17,0.0377,0.1688,-3.87
30.0,1,0.0,False,0.0,False,20.0,0.0,none,True,True,2.5,556,27.5,-0.0371,-20.6,-23.92,-11.3,-38.72,-0.29,-0.37,0.95,17,-0.0058,-0.0683,-1.11,191,31.4,0.0948,18.1,16.87,25.69,-12.63,2.03,0.99,1.14,9,0.1327,0.0573,-1.9,747,28.5,-0.0034,-2.5,-11.09,-3.89,-39.55,-0.1,-0.04,1.0,17,-0.015,0.0083,-1.9
30.0,1,0.0,False,0.0,False,20.0,0.0,none,True,True,3.0,521,24.6,-0.017,-8.9,-15.22,-6.99,-38.57,-0.18,-0.17,0.98,17,-0.0004,-0.0336,-1.11,168,25.0,-0.0053,-0.9,-3.34,-4.86,-17.97,-0.27,-0.07,0.99,11,0.037,-0.0476,-1.9,689,24.7,-0.0142,-9.8,-18.06,-6.5,-39.2,-0.17,-0.14,0.98,17,0.0236,-0.0519,-1.9
30.0,1,0.0,False,0.0,False,20.0,0.0,none,True,True,3.5,485,22.5,0.0109,5.3,-3.07,-1.36,-33.31,-0.04,0.07,1.01,17,0.0219,0.0,-1.11,157,23.6,0.0548,8.6,5.94,8.84,-20.88,0.42,0.43,1.07,19,0.0847,0.0253,-1.9,642,22.7,0.0217,13.9,2.69,0.9,-33.31,0.03,0.16,1.03,19,0.0368,0.0066,-1.9
30.0,1,0.0,False,0.0,True,0.0,0.0,none,False,False,2.5,654,29.7,0.0418,27.3,20.89,8.67,-27.94,0.31,0.43,1.06,12,0.0272,0.0563,-1.09,215,33.5,0.1721,37.0,40.56,64.78,-8.65,7.49,2.02,1.26,9,0.1775,0.1667,-1.32,869,30.6,0.074,64.3,69.93,19.6,-27.94,0.7,0.79,1.11,12,0.0006,0.1473,-1.32
30.0,1,0.0,False,0.0,True,0.0,0.0,none,False,False,3.0,552,25.7,0.032,17.7,9.73,4.16,-29.37,0.14,0.28,1.04,14,-0.0003,0.0644,-1.09,141,31.9,0.276,38.9,43.98,70.69,-11.36,6.22,2.33,1.41,12,0.3143,0.2383,-1.08,693,27.0,0.0817,56.6,58.0,16.7,-29.37,0.57,0.72,1.11,14,-0.0408,0.2038,-1.09
30.0,1,0.0,False,0.0,True,0.0,0.0,none,False,False,3.5,458,24.0,0.0828,37.9,34.39,13.84,-21.51,0.64,0.62,1.11,13,0.0803,0.0854,-1.11,138,28.3,0.2741,37.8,41.88,67.06,-13.76,4.87,1.95,1.38,14,0.5712,-0.0229,-1.08,596,25.0,0.1271,75.8,90.67,24.34,-21.51,1.13,0.94,1.17,14,-0.0038,0.258,-1.11
30.0,1,0.0,False,0.0,True,0.0,0.0,none,False,True,2.5,755,28.2,-0.0124,-9.3,-16.99,-7.84,-35.75,-0.22,-0.13,0.98,12,-0.0257,0.001,-1.11,265,32.8,0.1489,39.4,43.14,69.23,-10.75,6.44,1.76,1.22,10,0.1161,0.1814,-1.37,1020,29.4,0.0295,30.1,18.83,6.0,-35.75,0.17,0.34,1.04,12,-0.0457,0.1048,-1.37
30.0,1,0.0,False,0.0,True,0.0,0.0,none,False,True,3.0,653,22.7,-0.0934,-61.0,-50.37,-26.45,-58.31,-0.45,-0.91,0.88,22,-0.1295,-0.0574,-1.11,210,30.5,0.2199,46.2,53.12,86.81,-9.95,8.72,2.02,1.32,10,0.2976,0.1421,-1.08,863,24.6,-0.0172,-14.8,-24.01,-8.85,-58.31,-0.15,-0.16,0.98,22,-0.1467,0.112,-1.11
30.0,1,0.0,False,0.0,True,0.0,0.0,none,False,True,3.5,563,20.1,-0.097,-54.6,-47.08,-24.35,-56.16,-0.43,-0.84,0.88,21,-0.1837,-0.0106,-1.11,178,24.2,0.0866,15.4,12.94,19.54,-14.96,1.31,0.72,1.11,13,0.264,-0.0908,-1.08,741,21.1,-0.0529,-39.2,-40.24,-15.95,-56.16,-0.28,-0.45,0.93,21,-0.1976,0.0914,-1.11
30.0,1,0.0,False,0.0,True,0.0,0.0,none,True,False,2.5,591,33.5,0.1759,104.0,160.69,52.22,-16.62,3.14,1.64,1.26,12,0.1505,0.2012,-1.11,175,35.4,0.2262,39.6,44.88,72.25,-8.44,8.56,2.16,1.34,8,0.2373,0.2152,-2.56,766,33.9,0.1874,143.5,277.67,56.61,-16.62,3.41,1.75,1.28,12,0.1329,0.2419,-2.56
30.0,1,0.0,False,0.0,True,0.0,0.0,none,True,False,3.0,527,28.1,0.1265,66.7,78.92,29.06,-22.37,1.3,1.06,1.18,11,0.1555,0.0977,-1.11,157,33.1,0.3095,48.6,57.97,95.56,-10.25,9.33,2.48,1.45,8,0.3736,0.2461,-2.56,684,29.2,0.1685,115.3,182.64,42.01,-22.37,1.88,1.39,1.24,11,0.0757,0.2613,-2.56
30.0,1,0.0,False,0.0,True,0.0,0.0,none,True,False,3.5,459,24.0,0.0764,35.1,30.56,12.4,-22.37,0.55,0.56,1.1,17,0.1508,0.0024,-2.87,146,27.4,0.2195,32.1,33.76,53.22,-13.26,4.01,1.56,1.3,11,0.2275,0.2115,-2.56,605,24.8,0.111,67.1,74.64,20.71,-22.37,0.93,0.8,1.15,17,0.1408,0.0812,-2.87
30.0,1,0.0,False,0.0,True,0.0,0.0,none,True,True,2.5,658,29.2,0.0211,13.9,5.8,2.5,-36.94,0.07,0.22,1.03,11,0.0529,-0.0106,-1.11,205,35.1,0.2192,44.9,52.21,85.19,-10.14,8.4,2.19,1.33,10,0.3368,0.1026,-2.56,863,30.6,0.0682,58.8,61.04,17.45,-36.94,0.47,0.69,1.1,11,0.0473,0.0889,-2.56
30.0,1,0.0,False,0.0,True,0.0,0.0,none,True,True,3.0,584,26.4,0.055,32.1,26.05,10.68,-38.68,0.28,0.48,1.07,11,0.1503,-0.0403,-1.11,186,30.1,0.1932,35.9,38.77,61.71,-17.38,3.55,1.62,1.27,9,0.3748,0.0115,-2.56,770,27.3,0.0884,68.0,74.92,20.78,-38.68,0.54,0.76,1.12,11,0.0808,0.0959,-2.56
30.0,1,0.0,False,0.0,True,0.0,0.0,none,True,True,3.5,543,23.0,0.0357,19.4,10.3,4.39,-31.72,0.14,0.29,1.05,14,0.0623,0.0092,-1.11,174,25.3,0.1268,22.1,20.62,31.65,-19.41,1.63,0.95,1.17,13,0.2931,-0.0394,-2.56,717,23.6,0.0578,41.5,33.04,10.12,-31.72,0.32,0.46,1.08,14,0.0304,0.0851,-2.56
30.0,1,0.0,False,0.0,True,20.0,0.0,none,False,False,2.5,554,30.0,0.0516,28.6,23.94,9.87,-22.49,0.44,0.5,1.07,13,-0.0531,0.1563,-1.11,185,30.3,0.0423,7.8,5.55,8.24,-15.96,0.52,0.41,1.06,12,-0.0453,0.129,-3.22,739,30.0,0.0493,36.4,30.82,9.49,-22.49,0.42,0.47,1.07,13,-0.0331,0.1314,-3.22
30.0,1,0.0,False,0.0,True,20.0,0.0,none,False,False,3.0,462,29.0,0.1632,75.4,97.0,34.62,-18.77,1.84,1.33,1.23,13,0.0559,0.2706,-1.09,156,26.3,0.0329,5.1,2.71,4.0,-17.72,0.23,0.27,1.04,12,0.0401,0.0256,-3.22,618,28.3,0.1303,80.5,102.33,26.86,-18.77,1.43,1.04,1.18,13,0.1008,0.1599,-3.22
30.0,1,0.0,False,0.0,True,20.0,0.0,none,False,False,3.5,361,24.4,0.0937,33.8,31.15,12.62,-22.56,0.56,0.61,1.12,13,0.0141,0.1728,-2.87,133,24.8,0.0952,12.7,10.65,16.01,-15.56,1.03,0.66,1.12,13,0.0478,0.1418,-3.22,494,24.5,0.0941,46.5,45.12,13.39,-22.56,0.59,0.62,1.12,13,0.0123,0.1759,-3.22
30.0,1,0.0,False,0.0,True,20.0,0.0,none,False,True,2.5,619,27.1,-0.0504,-31.2,-32.05,-15.59,-50.39,-0.31,-0.56,0.93,15,-0.1285,0.0274,-1.11,195,30.8,0.0737,14.4,12.57,18.97,-19.17,0.99,0.72,1.11,12,0.1121,0.0357,-1.63,814,28.0,-0.0207,-16.8,-23.51,-8.65,-50.39,-0.17,-0.22,0.97,15,-0.132,0.0906,-1.63
30.0,1,0.0,False,0.0,True,20.0,0.0,none,False,True,3.0,543,24.5,-0.0202,-11.0,-17.24,-7.96,-46.81,-0.17,-0.19,0.97,15,-0.1299,0.0891,-1.11,161,26.7,0.0644,10.4,8.19,12.24,-22.49,0.54,0.51,1.09,12,0.1422,-0.0123,-1.63,704,25.0,-0.0009,-0.6,-10.46,-3.66,-46.81,-0.08,0.0,1.0,15,-0.1256,0.1239,-1.63
30.0,1,0.0,False,0.0,True,20.0,0.0,none,False,True,3.5,495,21.0,-0.055,-27.2,-29.82,-14.38,-52.3,-0.27,-0.45,0.93,16,-0.1264,0.0161,-1.11,128,23.4,0.0498,6.4,4.16,6.16,-19.4,0.32,0.34,1.06,12,0.2558,-0.1562,-1.63,623,21.5,-0.0335,-20.8,-26.9,-10.04,-52.3,-0.19,-0.25,0.96,16,-0.1904,0.123,-1.63
30.0,1,0.0,False,0.0,True,20.0,0.0,none,True,False,2.5,428,32.0,0.1242,53.2,60.7,23.12,-18.12,1.28,1.04,1.18,10,0.0789,0.1695,-1.11,138,35.5,0.2399,33.1,36.55,57.93,-10.47,5.53,1.97,1.37,11,0.161,0.3188,-1.39,566,32.9,0.1524,86.3,119.43,30.38,-18.12,1.68,1.27,1.23,11,0.0879,0.2169,-1.39
30.0,1,0.0,False,0.0,True,20.0,0.0,none,True,False,3.0,407,28.0,0.1238,50.4,55.03,21.2,-21.98,0.96,0.95,1.17,10,0.0635,0.1839,-1.11,125,29.6,0.1809,22.6,22.79,35.14,-9.88,3.56,1.33,1.26,10,0.0905,0.2698,-1.39,532,28.4,0.1372,73.0,90.36,24.27,-21.98,1.1,1.04,1.19,10,0.0522,0.2223,-1.39
30.0,1,0.0,False,0.0,True,20.0,0.0,none,True,False,3.5,392,23.7,0.0646,25.3,19.92,8.29,-27.71,0.3,0.45,1.08,13,0.046,0.0831,-2.87,117,27.4,0.2274,26.6,27.46,42.75,-13.39,3.19,1.51,1.31,13,0.1571,0.2966,-1.39,509,24.6,0.102,51.9,52.85,15.4,-27.71,0.56,0.7,1.13,13,0.0552,0.1486,-2.87
30.0,1,0.0,False,0.0,True,20.0,0.0,none,True,True,2.5,472,26.7,-0.0659,-31.1,-30.74,-14.88,-42.01,-0.35,-0.6,0.91,21,-0.0958,-0.036,-1.11,158,32.9,0.1519,24.0,24.44,37.82,-9.56,3.96,1.33,1.23,10,0.1519,0.1519,-1.0,630,28.3,-0.0113,-7.1,-13.82,-4.9,-42.01,-0.12,-0.1,0.98,21,-0.067,0.0444,-1.11
30.0,1,0.0,False,0.0,True,20.0,0.0,none,True,True,3.0,447,25.3,0.0114,5.1,-1.55,-0.68,-33.7,-0.02,0.09,1.02,21,-0.014,0.0367,-1.11,139,28.8,0.1511,21.0,20.61,31.63,-11.68,2.71,1.14,1.21,9,0.2174,0.0857,-1.0,586,26.1,0.0446,26.1,18.73,5.97,-33.7,0.18,0.35,1.06,21,0.0652,0.0239,-1.11
30.0,1,0.0,False,0.0,True,20.0,0.0,none,True,True,3.5,428,21.5,-0.033,-14.1,-19.2,-8.92,-39.3,-0.23,-0.27,0.96,23,-0.0753,0.0093,-1.11,134,24.6,0.1082,14.5,12.77,19.28,-15.84,1.22,0.74,1.14,17,0.1418,0.0746,-1.0,562,22.2,0.0007,0.4,-8.88,-3.09,-39.3,-0.08,-0.0,1.0,23,-0.0075,0.0089,-1.11
30.0,1,0.0,False,1.0,False,0.0,0.0,none,False,False,2.5,601,27.6,-0.0331,-19.9,-23.83,-11.25,-45.24,-0.25,-0.35,0.95,13,0.026,-0.092,-1.11,178,33.7,0.1753,31.2,33.29,52.43,-11.44,4.58,1.79,1.26,8,0.1314,0.2191,-1.63,779,29.0,0.0145,11.3,1.53,0.52,-45.24,0.01,0.14,1.02,13,-0.037,0.0659,-1.63
30.0,1,0.0,False,1.0,False,0.0,0.0,none,False,False,3.0,502,22.9,-0.0838,-42.1,-38.79,-19.37,-47.45,-0.41,-0.73,0.89,15,-0.0765,-0.091,-1.11,129,25.6,0.0201,2.6,0.63,0.93,-15.06,0.06,0.15,1.03,10,0.1198,-0.0781,-1.63,631,23.5,-0.0625,-39.5,-38.4,-15.09,-47.45,-0.32,-0.54,0.92,15,-0.112,-0.0132,-1.63
30.0,1,0.0,False,1.0,False,0.0,0.0,none,False,False,3.5,411,21.4,-0.0388,-15.9,-20.43,-9.54,-40.61,-0.23,-0.28,0.95,20,-0.0603,-0.0174,-1.77,111,27.9,0.2504,27.8,29.08,45.42,-13.26,3.43,1.59,1.34,10,0.5431,-0.0371,-1.63,522,22.8,0.0227,11.8,2.71,0.91,-40.61,0.02,0.16,1.03,20,-0.1243,0.1697,-1.77
30.0,1,0.0,False,1.0,False,0.0,0.0,none,False,True,2.5,720,26.8,-0.0616,-44.3,-41.1,-20.71,-51.6,-0.4,-0.7,0.92,14,-0.0478,-0.0753,-1.11,252,32.5,0.1362,34.3,36.24,57.4,-14.61,3.93,1.51,1.2,10,0.192,0.0804,-1.63,972,28.3,-0.0103,-10.0,-19.75,-7.16,-51.6,-0.14,-0.11,0.99,14,-0.0706,0.05,-1.63
30.0,1,0.0,False,1.0,False,0.0,0.0,none,False,True,3.0,588,21.9,-0.1224,-72.0,-55.06,-29.58,-57.62,-0.51,-1.21,0.84,16,-0.13,-0.1149,-1.11,208,28.4,0.1324,27.5,27.35,42.56,-14.29,2.98,1.2,1.18,10,0.1887,0.0762,-1.63,796,23.6,-0.0558,-44.4,-42.77,-17.17,-57.94,-0.3,-0.53,0.93,16,-0.1462,0.0346,-1.63
30.0,1,0.0,False,1.0,False,0.0,0.0,none,False,True,3.5,503,19.1,-0.1413,-71.1,-54.57,-29.24,-59.23,-0.49,-1.19,0.83,20,-0.1757,-0.1071,-1.09,166,23.5,0.053,8.8,5.98,8.9,-19.57,0.45,0.42,1.07,12,0.0768,0.0292,-1.63,669,20.2,-0.0931,-62.3,-51.85,-21.86,-59.31,-0.37,-0.75,0.88,20,-0.2054,0.0188,-1.63
30.0,1,0.0,False,1.0,False,0.0,0.0,none,True,False,2.5,534,29.4,0.0288,15.4,9.05,3.87,-22.55,0.17,0.27,1.04,11,0.0614,-0.0037,-1.11,170,32.9,0.1386,23.6,23.64,36.52,-16.45,2.22,1.3,1.2,17,0.019,0.2581,-2.56,704,30.3,0.0553,38.9,34.83,10.61,-22.55,0.47,0.52,1.08,17,0.0338,0.0769,-2.56
30.0,1,0.0,False,1.0,False,0.0,0.0,none,True,False,3.0,464,25.4,0.017,7.9,0.94,0.41,-21.94,0.02,0.13,1.02,10,0.034,-0.0,-1.11,141,30.5,0.2025,28.6,29.86,46.71,-13.99,3.34,1.59,1.28,15,0.1874,0.2175,-2.56,605,26.6,0.0602,36.4,31.08,9.57,-21.94,0.44,0.48,1.08,15,0.0063,0.114,-2.56
30.0,1,0.0,False,1.0,False,0.0,0.0,none,True,False,3.5,402,24.4,0.0901,36.2,33.32,13.44,-18.11,0.74,0.62,1.12,13,0.0374,0.1428,-3.87,127,27.6,0.2248,28.6,29.64,46.34,-16.81,2.76,1.61,1.3,16,0.4224,0.0303,-2.56,529,25.1,0.1225,64.8,72.84,20.29,-18.11,1.12,0.84,1.16,16,0.0455,0.1991,-3.87
30.0,1,0.0,False,1.0,False,0.0,0.0,none,True,True,2.5,641,27.8,-0.0283,-18.1,-22.83,-10.74,-44.25,-0.24,-0.31,0.96,11,0.0496,-0.1059,-1.11,210,31.9,0.1032,21.7,20.74,31.85,-16.56,1.92,1.02,1.15,16,0.1581,0.0483,-2.56,851,28.8,0.0042,3.6,-6.82,-2.36,-44.25,-0.05,0.04,1.01,16,0.0291,-0.0207,-2.56
30.0,1,0.0,False,1.0,False,0.0,0.0,none,True,True,3.0,565,24.4,-0.0228,-12.9,-19.05,-8.85,-42.41,-0.21,-0.23,0.97,11,0.0492,-0.0946,-1.11,184,25.5,0.0064,1.2,-1.62,-2.37,-27.98,-0.08,0.08,1.01,20,0.2077,-0.1949,-2.56,749,24.7,-0.0156,-11.7,-20.36,-7.4,-42.41,-0.17,-0.15,0.98,20,0.0057,-0.0369,-2.56
30.0,1,0.0,False,1.0,False,0.0,0.0,none,True,True,3.5,509,22.4,0.0075,3.8,-4.89,-2.17,-32.85,-0.07,0.04,1.01,13,0.0622,-0.0471,-1.11,169,21.9,-0.0315,-5.3,-7.92,-11.4,-36.38,-0.31,-0.24,0.96,20,0.3286,-0.3874,-2.56,678,22.3,-0.0022,-1.5,-12.42,-4.38,-36.77,-0.12,-0.03,1.0,20,0.0348,-0.0393,-2.56
30.0,1,0.0,False,1.0,False,20.0,0.0,none,False,False,2.5,505,29.7,0.0392,19.8,14.33,6.05,-23.36,0.26,0.36,1.06,12,0.0131,0.0652,-1.11,159,32.1,0.1016,16.2,15.01,22.78,-17.7,1.29,0.9,1.15,14,-0.1119,0.3125,-3.22,664,30.3,0.0542,36.0,31.5,9.68,-23.36,0.41,0.5,1.08,14,-0.0202,0.1285,-3.22
30.0,1,0.0,False,1.0,False,20.0,0.0,none,False,False,3.0,444,25.5,0.0176,7.8,1.15,0.5,-25.97,0.02,0.13,1.02,12,-0.028,0.0631,-1.11,139,26.6,0.0429,6.0,3.81,5.64,-16.81,0.34,0.34,1.06,14,-0.0514,0.1358,-3.22,583,25.7,0.0236,13.8,5.0,1.66,-25.97,0.06,0.18,1.03,14,-0.0523,0.0992,-3.22
30.0,1,0.0,False,1.0,False,20.0,0.0,none,False,False,3.5,367,24.5,0.0961,35.3,32.83,13.26,-17.29,0.77,0.62,1.13,12,0.0412,0.1506,-3.87,124,25.0,0.1021,12.7,10.82,16.27,-16.1,1.01,0.67,1.13,14,0.1154,0.0887,-3.22,491,24.6,0.0976,47.9,47.21,13.94,-17.29,0.81,0.63,1.13,14,0.0349,0.16,-3.87
30.0,1,0.0,False,1.0,False,20.0,0.0,none,False,True,2.5,594,28.6,0.0013,0.8,-6.36,-2.84,-32.21,-0.09,0.01,1.0,12,-0.0461,0.0488,-1.11,187,31.0,0.0822,15.4,13.81,20.89,-20.34,1.03,0.82,1.12,21,0.1599,0.0053,-1.63,781,29.2,0.0207,16.2,6.57,2.17,-32.21,0.07,0.21,1.03,21,-0.0582,0.0994,-1.63
30.0,1,0.0,False,1.0,False,20.0,0.0,none,False,True,3.0,530,24.9,-0.0037,-2.0,-9.35,-4.21,-37.58,-0.11,-0.05,1.0,12,-0.0347,0.0273,-1.11,156,28.2,0.1242,19.4,18.36,28.06,-21.71,1.29,0.95,1.17,21,0.2227,0.0256,-1.63,686,25.7,0.0254,17.4,7.3,2.41,-37.58,0.06,0.22,1.03,21,-0.056,0.1067,-1.63
30.0,1,0.0,False,1.0,False,20.0,0.0,none,False,True,3.5,461,23.0,0.0343,15.8,7.99,3.43,-28.12,0.12,0.25,1.04,15,0.0166,0.0519,-1.09,126,23.0,0.0307,3.9,1.65,2.43,-22.91,0.11,0.22,1.04,21,0.2758,-0.2143,-1.63,587,23.0,0.0335,19.7,9.78,3.2,-28.12,0.11,0.24,1.04,21,-0.033,0.0999,-1.63
30.0,1,0.0,False,1.0,False,20.0,0.0,none,True,False,2.5,387,30.7,0.0759,29.4,27.61,11.28,-16.24,0.69,0.61,1.11,13,0.0875,0.0644,-1.11,129,34.1,0.187,24.1,25.01,38.75,-10.81,3.58,1.51,1.28,10,0.08,0.2923,-1.49,516,31.6,0.1037,53.5,59.53,17.08,-16.24,1.05,0.83,1.15,13,0.0577,0.1497,-1.49
30.0,1,0.0,False,1.0,False,20.0,0.0,none,True,False,3.0,363,25.1,0.0024,0.9,-4.4,-1.95,-28.31,-0.07,0.0,1.0,13,-0.0282,0.033,-1.11,110,30.0,0.192,21.1,21.24,32.65,-9.56,3.41,1.32,1.27,10,0.1476,0.2364,-1.49,473,26.2,0.0465,22.0,15.91,5.11,-28.31,0.18,0.34,1.06,13,-0.0852,0.1777,-1.49
30.0,1,0.0,False,1.0,False,20.0,0.0,none,True,False,3.5,331,24.8,0.1064,35.2,33.63,13.56,-22.34,0.61,0.66,1.14,11,0.0729,0.1398,-3.87,105,27.6,0.2392,25.1,25.84,40.1,-15.84,2.53,1.48,1.33,15,0.2041,0.2736,-1.39,436,25.5,0.1384,60.3,68.17,19.18,-22.34,0.86,0.86,1.18,15,0.0185,0.2584,-3.87
30.0,1,0.0,False,1.0,False,20.0,0.0,none,True,True,2.5,452,28.5,-0.0014,-0.6,-6.02,-2.68,-29.67,-0.09,-0.01,1.0,15,0.0681,-0.0708,-1.11,155,33.5,0.1684,26.1,27.09,42.14,-14.68,2.87,1.46,1.25,13,0.2156,0.1218,-1.9,607,29.8,0.042,25.5,19.45,6.18,-30.37,0.2,0.37,1.06,15,0.0392,0.0448,-1.9
