strategy,tf,label,di,rr,persist,adx_min,adx_rising,di_slope,trades,win_rate,roi,sharpe,max_dd,pvt_threshold,pvt_consec
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,4.0,1.0,0.0,False,False,82,20.7,1.36,0.13,-16.71,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,5.0,2.0,20.0,True,True,46,17.4,0.84,0.13,-11.62,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,3.0,1.0,0.0,False,True,70,25.7,0.95,0.12,-16.65,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,4.0,2.0,15.0,True,True,58,20.7,0.84,0.12,-11.36,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,3.0,2.0,20.0,False,True,113,25.7,1.31,0.11,-15.41,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,4.0,1.0,0.0,True,True,116,20.7,1.68,0.11,-21.43,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,4.0,2.0,15.0,True,False,58,20.7,0.84,0.11,-15.79,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,4.0,2.0,20.0,True,False,63,20.6,0.74,0.09,-13.21,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,4.0,2.0,15.0,False,False,63,20.6,0.74,0.09,-15.71,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,5.0,2.0,0.0,True,False,58,17.2,0.55,0.07,-16.67,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,5.0,1.0,20.0,True,True,58,17.2,0.55,0.07,-17.74,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,4.0,2.0,0.0,True,False,68,20.6,0.64,0.07,-17.46,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,3.0,2.0,20.0,False,False,94,25.5,0.59,0.06,-17.87,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,6.0,1.0,15.0,True,True,54,14.8,0.38,0.05,-13.13,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,3.0,1.0,15.0,True,True,98,25.5,0.53,0.05,-17.38,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,8.0,1.0,0.0,False,True,43,11.6,0.29,0.04,-19.03,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,4.0,1.0,15.0,False,False,78,20.5,0.44,0.04,-11.45,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,4.0,2.0,0.0,True,False,39,20.5,0.22,0.04,-11.36,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,5.0,2.0,0.0,False,False,64,17.2,0.4,0.04,-18.33,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,6.0,1.0,0.0,True,True,81,14.8,0.58,0.04,-24.53,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,3.0,2.0,0.0,True,True,55,25.5,0.18,0.03,-11.78,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,3.0,2.0,20.0,False,False,114,25.4,0.29,0.03,-26.86,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,3.0,2.0,20.0,False,True,55,25.5,0.18,0.03,-11.78,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,4.0,1.0,0.0,False,True,166,20.5,0.69,0.03,-21.51,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,6.0,2.0,15.0,True,False,61,14.8,0.18,0.02,-17.38,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,3.0,1.0,15.0,True,False,59,25.4,0.12,0.02,-10.47,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,6.0,2.0,15.0,False,True,61,14.8,0.18,0.02,-18.21,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,3.0,2.0,0.0,True,True,63,25.4,0.06,0.01,-11.62,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,4.0,1.0,15.0,False,True,93,20.4,0.15,0.01,-15.79,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,4.0,1.0,0.0,True,True,98,20.4,0.05,0.0,-19.99,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,3.0,1.0,15.0,True,False,75,25.3,-0.12,-0.01,-10.63,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,8.0,1.0,0.0,True,True,78,11.5,-0.08,-0.01,-28.0,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,4.0,2.0,20.0,True,True,59,20.3,-0.17,-0.02,-11.36,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,4.0,2.0,20.0,False,True,113,20.4,-0.25,-0.02,-15.95,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,4.0,1.0,15.0,False,False,59,20.3,-0.17,-0.02,-14.08,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,6.0,1.0,15.0,True,False,41,14.6,-0.21,-0.03,-16.55,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,4.0,2.0,20.0,False,False,69,20.3,-0.37,-0.04,-14.16,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,4.0,2.0,0.0,True,True,133,20.3,-0.64,-0.04,-18.37,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,4.0,1.0,0.0,False,True,69,20.3,-0.37,-0.04,-12.33,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,8.0,2.0,20.0,False,False,61,11.5,-0.4,-0.04,-18.77,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,4.0,1.0,20.0,False,False,74,20.3,-0.46,-0.05,-16.55,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,6.0,1.0,0.0,True,False,48,14.6,-0.42,-0.05,-18.21,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,5.0,2.0,15.0,False,True,112,17.0,-0.76,-0.05,-23.56,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,6.0,2.0,0.0,True,False,48,14.6,-0.42,-0.06,-10.65,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,6.0,2.0,0.0,False,False,48,14.6,-0.42,-0.06,-14.34,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,8.0,2.0,20.0,False,False,35,11.4,-0.37,-0.06,-13.99,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,5.0,1.0,0.0,False,False,59,16.9,-0.46,-0.06,-15.1,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,6.0,2.0,0.0,True,False,55,14.5,-0.62,-0.07,-17.38,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,3.0,2.0,15.0,False,True,127,25.2,-0.89,-0.07,-16.35,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,4.0,2.0,20.0,False,False,99,20.2,-0.95,-0.08,-21.97,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,8.0,2.0,15.0,True,True,44,11.4,-0.71,-0.09,-14.85,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,8.0,1.0,15.0,False,False,44,11.4,-0.71,-0.09,-14.85,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,8.0,2.0,0.0,True,True,44,11.4,-0.71,-0.09,-15.71,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,8.0,1.0,15.0,True,False,44,11.4,-0.71,-0.09,-14.85,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,6.0,1.0,15.0,True,True,69,14.5,-1.02,-0.1,-19.84,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,4.0,1.0,15.0,False,True,154,20.1,-2.01,-0.11,-19.27,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,8.0,2.0,0.0,True,True,71,11.3,-1.73,-0.13,-18.23,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,3.0,2.0,15.0,True,True,56,25.0,-0.83,-0.14,-12.66,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,3.0,2.0,20.0,True,True,52,25.0,-0.77,-0.14,-12.61,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,3.0,1.0,20.0,False,False,76,25.0,-1.12,-0.14,-16.89,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,3.0,2.0,0.0,False,True,96,25.0,-1.41,-0.14,-26.12,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,4.0,1.0,15.0,False,False,70,20.0,-1.36,-0.15,-19.03,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,8.0,1.0,15.0,True,True,80,11.2,-2.07,-0.15,-26.54,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,4.0,2.0,0.0,False,False,60,20.0,-1.17,-0.16,-16.55,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,5.0,2.0,0.0,False,False,54,16.7,-1.31,-0.18,-18.45,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,6.0,1.0,15.0,True,False,42,14.3,-1.21,-0.18,-14.52,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,5.0,1.0,20.0,False,False,84,16.7,-2.03,-0.18,-22.67,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,6.0,1.0,15.0,False,False,42,14.3,-1.21,-0.19,-16.55,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,5.0,1.0,15.0,True,True,48,16.7,-1.16,-0.19,-23.0,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,3.0,1.0,0.0,True,True,121,24.8,-2.74,-0.2,-19.46,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,3.0,1.0,15.0,False,True,101,24.8,-2.45,-0.22,-13.18,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,8.0,1.0,15.0,False,True,45,11.1,-1.71,-0.22,-18.21,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,8.0,1.0,20.0,False,False,45,11.1,-1.71,-0.23,-18.49,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,4.0,1.0,15.0,True,True,86,19.8,-2.64,-0.25,-17.63,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,4.0,1.0,15.0,False,False,86,19.8,-2.64,-0.25,-19.84,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,3.0,2.0,0.0,True,True,158,24.7,-4.23,-0.25,-23.54,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,6.0,2.0,15.0,True,True,85,14.1,-3.39,-0.27,-18.05,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,4.0,1.0,15.0,True,False,56,19.6,-2.06,-0.28,-17.38,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,4.0,2.0,15.0,False,True,132,19.7,-4.46,-0.28,-18.21,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,4.0,2.0,0.0,True,False,56,19.6,-2.06,-0.29,-17.46,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,5.0,1.0,15.0,True,False,55,16.4,-2.29,-0.3,-22.22,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,5.0,2.0,15.0,True,False,49,16.3,-2.15,-0.31,-19.84,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,3.0,2.0,15.0,True,True,122,24.6,-3.72,-0.31,-30.44,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,4.0,2.0,0.0,False,True,61,19.7,-2.16,-0.31,-14.25,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,6.0,1.0,0.0,False,False,50,14.0,-2.4,-0.31,-19.03,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,4.0,2.0,0.0,True,True,51,19.6,-1.97,-0.31,-11.54,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,5.0,1.0,0.0,False,True,135,16.3,-6.04,-0.32,-26.37,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,6.0,2.0,15.0,True,False,50,14.0,-2.4,-0.32,-11.9,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,8.0,2.0,0.0,False,False,55,10.9,-3.02,-0.33,-21.18,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,6.0,2.0,15.0,False,True,50,14.0,-2.4,-0.34,-14.34,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,8.0,1.0,0.0,True,False,46,10.9,-2.69,-0.34,-16.55,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,3.0,1.0,0.0,True,True,82,24.4,-3.14,-0.35,-17.38,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,3.0,1.0,20.0,False,True,90,24.4,-3.26,-0.35,-13.23,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,5.0,1.0,0.0,True,True,123,16.3,-5.77,-0.35,-22.46,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,3.0,2.0,20.0,False,False,70,24.3,-2.97,-0.38,-16.6,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,3.0,1.0,20.0,False,True,123,24.4,-4.68,-0.38,-21.99,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,4.0,2.0,20.0,True,True,113,19.5,-5.04,-0.39,-17.71,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,4.0,2.0,15.0,False,False,67,19.4,-3.23,-0.39,-14.75,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,3.0,2.0,20.0,True,False,74,24.3,-3.03,-0.39,-17.77,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,5.0,2.0,15.0,True,True,124,16.1,-6.71,-0.39,-21.66,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,5.0,2.0,15.0,False,False,62,16.1,-3.41,-0.4,-19.15,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,4.0,1.0,0.0,False,False,62,19.4,-3.14,-0.4,-16.63,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,6.0,2.0,15.0,False,True,80,13.8,-5.12,-0.41,-19.85,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,4.0,1.0,0.0,True,False,72,19.4,-3.33,-0.41,-20.15,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,5.0,2.0,0.0,False,False,56,16.1,-3.27,-0.41,-21.43,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,4.0,1.0,20.0,True,True,62,19.4,-3.14,-0.42,-14.33,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,4.0,1.0,20.0,False,True,62,19.4,-3.14,-0.42,-14.33,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,6.0,2.0,20.0,True,False,58,13.8,-3.57,-0.42,-18.87,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,4.0,2.0,0.0,False,False,83,19.3,-4.48,-0.43,-15.02,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,3.0,1.0,20.0,True,True,91,24.2,-4.23,-0.45,-14.85,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,3.0,1.0,0.0,False,True,87,24.1,-4.17,-0.45,-15.76,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,5.0,2.0,15.0,False,True,56,16.1,-3.27,-0.46,-15.1,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,8.0,1.0,0.0,False,False,47,10.6,-3.66,-0.46,-17.38,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,8.0,1.0,20.0,False,True,47,10.6,-3.66,-0.47,-17.41,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,6.0,2.0,0.0,False,True,81,13.6,-6.06,-0.47,-23.92,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,6.0,2.0,20.0,False,True,51,13.7,-3.37,-0.47,-16.05,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,3.0,1.0,0.0,True,False,58,24.1,-2.8,-0.47,-13.43,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,4.0,2.0,0.0,False,True,52,19.2,-2.95,-0.47,-11.54,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,5.0,2.0,20.0,False,False,100,16.0,-6.16,-0.48,-26.04,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,3.0,1.0,15.0,False,True,83,24.1,-4.11,-0.48,-15.01,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,5.0,1.0,15.0,True,False,44,15.9,-2.99,-0.49,-17.38,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,3.0,2.0,15.0,False,False,71,23.9,-3.94,-0.5,-15.76,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,8.0,1.0,20.0,True,True,47,10.6,-3.66,-0.5,-14.88,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,4.0,1.0,0.0,True,True,68,19.1,-4.2,-0.5,-19.03,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,4.0,1.0,20.0,True,False,83,19.3,-4.48,-0.5,-24.21,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,3.0,1.0,0.0,True,False,75,24.0,-4.0,-0.51,-12.92,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,5.0,2.0,20.0,True,True,88,15.9,-5.89,-0.52,-17.38,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,4.0,2.0,0.0,True,False,89,19.1,-5.53,-0.52,-18.21,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,6.0,1.0,20.0,True,False,59,13.6,-4.54,-0.53,-19.68,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,4.0,1.0,0.0,True,False,58,19.0,-4.01,-0.54,-19.03,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,6.0,1.0,0.0,True,True,59,13.6,-4.54,-0.55,-18.21,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,4.0,1.0,15.0,True,True,68,19.1,-4.2,-0.55,-21.66,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,5.0,1.0,0.0,False,False,70,15.7,-5.47,-0.55,-27.5,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,5.0,2.0,20.0,False,True,95,15.8,-6.96,-0.56,-16.67,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,6.0,2.0,20.0,False,False,52,13.5,-4.34,-0.57,-20.64,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,4.0,1.0,15.0,True,True,79,19.0,-5.34,-0.58,-18.21,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,5.0,2.0,20.0,False,True,57,15.8,-4.24,-0.58,-15.1,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,3.0,1.0,15.0,False,False,59,23.7,-3.77,-0.59,-14.9,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,8.0,2.0,0.0,False,False,29,10.3,-3.0,-0.59,-10.18,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,3.0,1.0,0.0,False,False,84,23.8,-5.07,-0.59,-16.25,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,6.0,1.0,0.0,True,False,45,13.3,-4.15,-0.6,-16.22,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,5.0,2.0,15.0,False,True,102,15.7,-8.03,-0.6,-16.67,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,6.0,2.0,0.0,False,True,52,13.5,-4.34,-0.61,-16.05,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,6.0,2.0,15.0,True,True,82,13.4,-7.0,-0.61,-17.38,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,6.0,2.0,20.0,False,True,83,13.3,-7.93,-0.62,-22.23,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,5.0,2.0,15.0,False,False,64,15.6,-5.33,-0.62,-15.1,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,3.0,1.0,20.0,True,False,76,23.7,-4.96,-0.64,-18.6,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,4.0,1.0,15.0,True,False,64,18.8,-5.06,-0.64,-19.11,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,6.0,1.0,15.0,True,False,45,13.3,-4.15,-0.64,-21.43,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,3.0,1.0,20.0,True,False,68,23.5,-4.85,-0.66,-14.05,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,3.0,2.0,0.0,True,False,51,23.5,-3.66,-0.67,-11.62,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,3.0,2.0,0.0,True,True,97,23.7,-6.19,-0.67,-29.03,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,5.0,1.0,15.0,False,True,130,15.4,-12.17,-0.69,-31.86,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,4.0,1.0,0.0,True,False,75,18.7,-6.2,-0.69,-21.51,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,8.0,2.0,20.0,False,True,79,10.1,-9.32,-0.71,-24.55,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,5.0,2.0,0.0,True,False,52,15.4,-5.06,-0.71,-21.43,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,4.0,2.0,15.0,True,True,96,18.8,-7.5,-0.71,-23.0,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,6.0,2.0,15.0,True,True,83,13.3,-7.93,-0.72,-31.2,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,4.0,2.0,20.0,False,False,123,18.7,-9.78,-0.74,-29.57,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,6.0,1.0,20.0,False,True,76,13.2,-7.75,-0.74,-19.03,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,8.0,2.0,15.0,False,True,49,10.2,-5.58,-0.74,-19.31,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,3.0,1.0,20.0,False,False,73,23.3,-5.85,-0.75,-16.6,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,4.0,2.0,0.0,False,True,129,18.6,-10.77,-0.75,-22.29,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,5.0,2.0,15.0,False,True,65,15.4,-6.28,-0.75,-18.21,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,6.0,1.0,0.0,False,True,92,13.0,-9.95,-0.75,-26.03,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,4.0,2.0,0.0,True,True,59,18.6,-4.97,-0.76,-12.93,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,3.0,1.0,15.0,False,True,120,23.3,-9.24,-0.76,-20.22,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,3.0,2.0,15.0,True,False,73,23.3,-5.85,-0.77,-19.08,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,3.0,2.0,0.0,False,True,128,23.4,-9.35,-0.77,-17.97,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,5.0,1.0,0.0,True,False,46,15.2,-4.92,-0.78,-19.03,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,6.0,1.0,15.0,False,True,61,13.1,-6.44,-0.78,-16.55,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,3.0,1.0,15.0,True,False,56,23.2,-4.68,-0.78,-16.55,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,4.0,2.0,15.0,False,True,92,18.5,-8.33,-0.78,-18.51,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,3.0,2.0,0.0,False,False,56,23.2,-4.68,-0.79,-11.68,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,3.0,1.0,15.0,True,True,120,23.3,-9.24,-0.8,-25.37,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,5.0,1.0,20.0,False,True,85,15.3,-8.55,-0.81,-19.03,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,5.0,2.0,20.0,False,False,66,15.2,-7.22,-0.81,-25.28,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,3.0,2.0,0.0,True,False,82,23.2,-6.91,-0.83,-21.01,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,3.0,2.0,20.0,True,False,65,23.1,-5.74,-0.83,-14.05,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,4.0,2.0,15.0,True,False,60,18.3,-5.92,-0.84,-17.12,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,5.0,1.0,15.0,False,True,59,15.3,-6.14,-0.84,-13.99,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,3.0,2.0,0.0,False,True,117,23.1,-10.1,-0.84,-20.78,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,3.0,1.0,0.0,False,True,130,23.1,-11.15,-0.85,-22.45,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,6.0,1.0,0.0,False,True,31,12.9,-3.76,-0.86,-16.55,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,6.0,2.0,15.0,True,True,54,13.0,-6.24,-0.86,-17.72,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,8.0,2.0,20.0,False,True,50,10.0,-6.52,-0.87,-20.11,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,3.0,1.0,20.0,True,False,78,23.1,-6.85,-0.87,-19.41,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,8.0,2.0,0.0,False,True,50,10.0,-6.52,-0.87,-20.91,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,4.0,1.0,0.0,False,True,104,18.3,-10.33,-0.88,-22.37,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,6.0,1.0,0.0,False,True,62,12.9,-7.37,-0.89,-18.21,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,6.0,2.0,20.0,False,True,86,12.8,-10.67,-0.89,-15.88,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,8.0,1.0,20.0,True,False,80,10.0,-10.23,-0.91,-34.66,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,3.0,1.0,0.0,True,False,70,22.9,-6.74,-0.91,-14.55,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,4.0,1.0,20.0,False,True,83,18.1,-9.07,-0.92,-19.17,,
